nomor_pendaftaran,kode_mata_pelajaran,nilai_tka
426773453,401220000,85.57
426173436,300110000,40.00
426148726,401000000,48.83
426360607,401250100,38.43
426383930,300110000,71.41
426171561,401241000,58.88
426378096,300210000,27.15
426011055,300210000,27.12
426572007,300210000,28.67
426190307,401110200,44.99
426076505,401000000,24.05
426658872,300210000,42.27
426245952,300110000,51.80
426465487,401241000,72.16
426315804,401130100,32.47
426181417,300210000,25.64
426523076,200010300,61.67
426793808,401220000,60.61
426343267,300110000,61.87
426626844,401000000,34.02
426136297,300210000,5.00
426217275,401000000,43.58
426266045,401130100,26.55
426136244,300110000,53.87
426377406,401000000,40.89
426473175,300210000,12.91
426731301,401241000,78.21
426218307,200010300,78.98
426544993,401110200,43.10
426482877,300110000,43.36
426547961,401002000,33.51
426145050,401220000,81.57
426170984,300110000,68.19
426345555,300210000,21.38
426479349,401000000,35.24
426754690,300210000,5.00
426011307,401230000,48.99
426246002,300110000,53.87
426836238,300110000,54.31
426278470,300110000,75.39
426252744,401110200,91.42
426255508,401110200,36.35
426757037,401000000,58.85
426665059,300210000,24.55
426665014,401110200,77.62
426587524,401000000,66.13
426550933,600070100,41.28
426478379,300110000,40.73
426331794,401000000,30.34
426264635,200010300,81.26
426331061,401110200,46.66
426196434,401110200,56.06
426524435,300210000,5.00
426330657,401000000,24.19
426551305,401000000,36.63
426010488,300110000,59.25
426468206,300130000,67.50
426341790,401000000,34.60
426766972,300110000,63.74
426329985,401240000,75.40
426619203,300210000,40.10
426708771,300210000,24.86
426572788,300210000,5.00
426520082,401000000,22.04
426147264,300110000,64.61
426158920,401241000,62.77
426751672,600070100,56.97
426345064,300210000,19.76
426061790,200010300,59.58
426157076,401230000,75.95
426838471,300110000,66.62
426237751,600070100,74.20
426830193,401000000,37.93
426127861,401002000,24.98
426516427,401000000,61.12
426440861,300110000,51.12
426183055,401000000,36.84
426394733,300110000,43.54
426508041,401110200,49.10
426511774,401220000,78.07
426602330,401000000,5.00
426395745,401000000,63.08
426138480,401000000,20.22
426502420,300210000,20.71
426159077,300210000,49.45
426330185,600070100,56.89
426341623,300110000,70.16
426148143,401000000,44.57
426035734,300110000,40.08
426127394,300110000,5.00
426550933,300110000,43.82
426075314,401220000,93.78
426512152,300210000,22.89
426062287,300210000,32.51
426137604,300210000,5.00
426339521,300110000,57.26
426170155,300210000,27.92
426718325,300110000,82.38
426010488,300210000,5.00
426450692,401250100,26.21
426623027,401110200,61.70
426601277,300210000,55.60
426339521,401110200,53.43
426328921,401000000,16.27
426538509,300110000,59.69
426459410,401250100,58.98
426343547,401220000,92.20
426449792,401241000,52.60
426462521,401240000,58.62
426773453,300210000,54.39
426195622,401002000,26.69
426544147,401130100,51.90
426214654,300110000,82.61
426533321,401000000,23.49
426386964,401130000,34.64
426560462,401000000,37.77
426338414,401240000,61.68
426073142,401000000,38.33
426234399,300210000,5.00
426579600,401121000,38.73
426460408,401000000,50.29
426147218,401000000,20.60
426410701,401000000,39.08
426246081,401110200,62.23
426233237,300130000,72.35
426560462,300110000,68.13
426461698,401002000,41.53
426129299,600070100,50.09
426474070,600070100,45.60
426516427,401250100,46.22
426662269,401000000,47.09
426779299,300110000,67.97
426460465,300210000,17.16
426246066,600070100,48.35
426717545,401110200,55.54
426264230,401000000,32.52
426134211,401000000,39.96
426757572,300210000,22.76
426229452,300210000,22.28
426293123,401250100,37.90
426341769,401250100,34.24
426079667,401000000,30.05
426404905,300110000,47.88
426556699,401130000,31.42
426569913,300110000,62.93
426315952,300210000,43.89
426210155,401000000,38.85
426632268,401121000,5.00
426407229,401250100,62.53
426476785,401110200,60.45
426586991,300210000,49.58
426019859,401000000,33.97
426147218,300110000,49.93
426568048,300210000,20.86
426714132,300210000,20.05
426257360,401130100,26.74
426262637,300110000,41.64
426246002,401121000,46.38
426799206,300110000,66.83
426139714,401000000,46.18
426134885,401000000,25.48
426257360,401000000,32.11
426346246,401130100,27.65
426232710,300210000,25.98
426450645,401002000,48.78
426526448,300210000,5.00
426341604,401000000,41.01
426314612,300110000,51.68
426357906,401110200,55.67
426422531,401220000,70.26
426255189,600070100,61.70
426695712,401110200,51.27
426520655,300210000,20.45
426530000,300210000,42.06
426441080,300110000,77.12
426140665,300110000,41.99
426451396,300210000,30.19
426819452,401000000,45.67
426341987,300110000,60.44
426508041,401000000,23.04
426522945,300110000,47.83
426745537,401130100,35.98
426779299,401220000,85.30
426160935,401250100,53.46
426177950,401000000,27.40
426345317,300110000,57.44
426578633,401250100,5.00
426766008,300110000,53.46
426686203,401250100,42.74
426393415,300110000,52.87
426511025,401000000,36.62
426245804,300210000,5.00
426224945,401110200,60.72
426134804,300210000,5.00
426429304,401130100,32.24
426314612,401000000,18.09
426544993,401130100,24.35
426334514,401241000,62.15
426145329,300110000,47.39
426130112,300210000,5.00
426621232,401250100,47.35
426003441,300110000,69.08
426369561,300110000,65.88
426093540,300210000,24.13
426217407,401130000,41.97
426752196,300210000,19.12
426820222,401110200,37.82
426126718,300130000,70.01
426064878,401000000,43.65
426804306,300110000,52.09
426004245,300110000,50.06
426315804,300110000,59.64
426336086,300210000,60.96
426703681,401241000,49.87
426265825,300110000,39.52
426473175,300110000,5.00
426333407,300210000,5.00
426147005,401000000,30.08
426147293,401000000,22.34
426399135,300110000,55.87
426479509,401110200,89.88
426521144,300110000,42.98
426146537,300210000,20.93
426130368,401000000,35.80
426129660,401000000,34.91
426731301,401000000,43.07
426528261,401121000,25.40
426139201,300110000,41.54
426727081,401000000,26.34
426713091,300210000,23.66
426548194,401000000,26.44
426137153,401110200,43.19
426282875,401110200,53.33
426400609,300210000,5.00
426417322,300110000,56.41
426617445,401110200,79.91
426218958,300110000,56.04
426306002,600070100,38.98
426685904,401250100,42.61
426339065,401220000,72.23
426113479,300110000,54.92
426714387,300110000,66.22
426741910,401110200,50.19
426586905,401110200,53.33
426591689,300110000,61.23
426326175,300210000,23.10
426150689,401130100,34.26
426602296,401130100,54.74
426693417,401130100,5.00
426510586,401250100,19.48
426666428,401002000,32.57
426344314,401000000,51.40
426395919,300110000,5.00
426025068,401220000,80.78
426315817,300210000,24.98
426465753,300210000,27.04
426390863,300210000,47.93
426630078,300110000,46.92
426753766,401130100,50.83
426469446,401250100,26.54
426473515,300210000,33.95
426679446,401000000,26.36
426208577,600070100,55.06
426286043,401000000,38.62
426417023,200010000,59.73
426422785,600070100,58.62
426239185,600070100,62.93
426126751,300210000,22.70
426056469,300110000,59.16
426378805,300110000,60.57
426479315,401000000,54.27
426459410,300110000,51.68
426236238,401121000,40.94
426601619,401110200,62.33
426132686,600070100,51.85
426146409,401110200,49.25
426032862,401110200,47.34
426264230,200010300,79.95
426689208,401000000,52.82
426332782,401000000,28.68
426550371,300210000,25.00
426333452,401000000,34.31
426247321,300110000,56.71
426652537,300110000,66.37
426611287,300210000,16.53
426759927,300210000,5.00
426802135,300110000,53.30
426218958,401110200,54.86
426469561,300230000,42.37
426558676,401130100,29.19
426839642,401000000,28.57
426457824,300210000,51.12
426360607,300110000,81.87
426768428,300210000,27.00
426516592,300210000,16.21
426245952,300210000,18.14
426652537,401110200,52.36
426445301,300110000,52.13
426650571,401000000,37.91
426255189,300210000,24.68
426335095,401220000,80.54
426065148,300210000,5.00
426361460,401000000,26.80
426666428,300110000,48.98
426727407,401000000,32.55
426179348,401000000,29.60
426560556,300110000,52.29
426691813,401002000,36.05
426464159,300110000,68.17
426460817,401241000,63.90
426710174,401220000,69.51
426424063,401250100,28.41
426522688,401130100,43.18
426016354,200010300,65.01
426261636,300210000,22.35
426803387,300110000,60.18
426518235,401130100,45.40
426577589,401110200,42.39
426690846,401121000,25.41
426129660,300110000,43.85
426042027,300130000,87.14
426620333,401241000,79.98
426391693,401000000,42.53
426767082,300130000,70.04
426479270,300110000,57.96
426346476,300110000,58.59
426469561,300110000,57.83
426711998,300210000,30.03
426712633,300210000,23.81
426142374,200010300,59.85
426725594,401000000,31.06
426341595,401000000,46.88
426150068,401130100,35.79
426189810,300130000,75.72
426472361,401110200,78.01
426623012,401250100,68.48
426801074,401130100,36.50
426496153,401241000,76.23
426171269,600070100,66.70
426520326,300110000,44.14
426785903,401000000,20.68
426790281,300210000,55.68
426662826,300110000,61.70
426405312,401000000,38.46
426315965,401110200,51.72
426341477,300210000,5.00
426467417,401110200,41.98
426018008,401000000,38.43
426794037,401002000,57.00
426672776,401121000,50.58
426397819,401130000,5.00
426490500,401110200,39.97
426130688,300110000,40.02
426694803,300110000,66.23
426713091,401130100,36.14
426145931,300210000,44.19
426146957,300210000,43.98
426083408,300210000,32.26
426396672,401110200,44.98
426405625,300210000,5.00
426800513,401121000,5.00
426147218,401220000,52.79
426137924,401130100,33.93
426734823,401000000,35.20
426718993,401230000,59.53
426432719,300230000,51.06
426008949,300210000,5.00
426400847,600070100,37.42
426179348,401241000,83.28
426526260,401250100,29.40
426128002,600070100,80.12
426412823,401000000,26.19
426139840,300210000,5.00
426667725,300210000,16.93
426344949,300130000,71.43
426292890,401110200,51.39
426804996,401110200,42.30
426128833,300210000,19.46
426714437,401000000,30.35
426309524,401241000,72.33
426134613,300110000,67.18
426143765,401130100,30.48
426713091,401000000,27.13
426662269,401130000,64.28
426262474,401000000,45.85
426577607,300210000,5.00
426687643,401000000,33.68
426841088,401000000,28.39
426596919,401000000,48.65
426137555,300210000,5.00
426711699,401000000,29.70
426327747,401110200,39.82
426467417,401121000,39.57
426249027,300210000,5.00
426794227,300210000,17.22
426232944,401000000,34.98
426042027,600070100,67.68
426550225,300210000,44.65
426033315,600070100,50.68
426830826,300110000,60.67
426285927,300110000,66.37
426139714,401130100,46.20
426460465,600070100,57.95
426127699,300210000,46.02
426345005,300110000,54.92
426231736,401241000,70.03
426588865,300210000,21.53
426341770,401002000,20.83
426545008,300110000,46.42
426763140,300210000,22.62
426141980,401110200,44.08
426395689,300210000,43.32
426473755,401110200,56.41
426134350,300110000,66.91
426342452,401241000,59.78
426561925,300110000,59.31
426157332,401110200,48.32
426619478,300310400,56.68
426490889,300210000,21.80
426264635,401220000,81.27
426147208,401110200,51.48
426373993,300110000,47.93
426751672,401130100,58.01
426441413,401000000,50.85
426139714,300110000,65.51
426751672,300210000,24.34
426619478,300110000,49.56
426012007,300110000,68.98
426820776,401241000,52.51
426607763,300210000,23.71
426127104,300210000,20.84
426280838,300210000,24.85
426128002,300110000,48.49
426149305,401000000,51.26
426432686,300210000,32.56
426245961,401121000,33.83
426527599,300210000,39.05
426017974,401000000,38.38
426679042,401000000,37.15
426337104,300110000,61.68
426662269,401110200,80.66
426400596,300110000,51.86
426645945,401000000,55.36
426686980,401000000,39.98
426391575,300110000,38.00
426233243,300110000,53.03
426638334,401130100,30.33
426658123,600070100,54.03
426514130,401000000,38.85
426838471,300310400,51.04
426328127,401000000,22.33
426526448,600070100,53.96
426560830,401000000,56.63
426611573,300110000,38.39
426148422,401000000,34.50
426563841,401110200,50.82
426416832,401000000,32.01
426408005,401000000,38.43
426422531,300210000,5.00
426423388,300110000,56.55
426729060,300110000,52.46
426560556,401110200,59.22
426128874,300130000,57.74
426682635,300130000,75.52
426572788,401000000,27.36
426404608,300210000,17.30
426369103,300210000,22.72
426617547,401000000,29.13
426741910,300210000,5.00
426131124,300130000,61.82
426417023,300210000,5.00
426473233,401230000,94.01
426152899,300110000,60.39
426406075,401130100,43.75
426761065,300210000,26.31
426579785,300110000,48.54
426766008,401250100,29.23
426397010,300110000,52.73
426465876,300210000,18.97
426623477,401241000,63.60
426139451,300130000,73.60
426438900,300110000,56.16
426147208,401000000,40.34
426522479,401000000,46.03
426516414,401000000,33.74
426654242,300110000,59.85
426347569,300210000,18.84
426638334,300210000,5.00
426136340,401000000,41.92
426544857,401000000,43.21
426109745,401000000,38.24
426122730,401000000,30.88
426476785,401130100,23.04
426609980,401000000,30.19
426029883,600070100,55.49
426134743,401220000,91.69
426143747,401110200,48.41
426755593,401110200,49.21
426766477,401250100,53.66
426237974,401000000,30.97
426694386,300110000,56.57
426310837,401250100,22.71
426742107,300130000,69.36
426448509,300210000,23.39
426520898,300210000,37.44
426611287,200010300,52.47
426751805,401000000,27.77
426717828,300210000,5.00
426336755,600070100,52.36
426360607,401000000,29.89
426000542,300110000,47.18
426404847,401002000,44.89
426146537,300230000,36.82
426126351,401110200,59.52
426669540,300210000,20.40
426412823,401002000,36.30
426614567,401230000,88.26
426332563,401121000,74.87
426689495,401130000,43.25
426046366,300110000,52.60
426348605,401110200,64.77
426769597,300110000,67.14
426464646,300110000,70.38
426403744,300110000,40.39
426216442,401000000,30.61
426391761,300110000,39.59
426449491,300230000,54.97
426688543,401000000,33.95
426546798,300210000,25.36
426117970,300110000,54.14
426142374,600070100,51.55
426612814,401130100,5.00
426749344,300210000,5.00
426617445,300110000,58.11
426390843,300210000,24.76
426469446,401000000,32.91
426397039,200010000,53.50
426793384,401000000,46.05
426353473,401000000,24.63
426482896,300210000,48.91
426740558,300210000,22.67
426607937,401000000,25.28
426335095,300210000,48.26
426341608,401130100,25.67
426520082,401110200,52.00
426740558,401241000,53.99
426398437,300210000,5.00
426315566,600070100,47.81
426488529,300210000,35.70
426192014,300210000,19.37
426234048,401110200,53.40
426171109,300110000,72.54
426018712,401250100,33.02
426171561,300210000,31.22
426472361,300210000,49.87
426718803,401000000,36.55
426568048,401241000,59.24
426150046,401121000,5.00
426521924,200010000,70.84
426237505,401000000,42.78
426581080,300210000,26.43
426120353,300230000,41.50
426146537,401000000,33.64
426632395,401000000,37.78
426221194,300210000,32.93
426264635,300210000,5.00
426400468,401002000,54.25
426464112,401110200,48.65
426233753,401000000,24.01
426130323,401002000,23.83
426052726,300210000,22.71
426041468,401000000,39.39
426376143,300110000,73.21
426110983,401110200,47.97
426291159,401000000,23.15
426830498,401110200,61.54
426443109,401000000,5.00
426650046,401000000,27.99
426472452,300110000,62.16
426711097,401241000,45.57
426484631,401000000,51.09
426527555,300210000,5.00
426004070,401130100,37.61
426011023,401000000,31.40
426451396,300110000,65.87
426278028,401130100,31.76
426123417,401002000,46.68
426573025,300210000,5.00
426569913,300210000,44.34
426716248,300210000,22.01
426571364,300130000,82.66
426344314,401110200,78.97
426107184,401250100,33.31
426123417,401000000,38.69
426718993,401000000,22.24
426397819,401110200,37.90
426690477,300110000,53.92
426479270,401000000,45.12
426000613,401220000,64.29
426137153,401000000,36.82
426626217,401000000,30.68
426511393,600070100,56.80
426110016,300210000,20.96
426436325,300130000,81.51
426011307,300110000,41.86
426519384,401000000,34.54
426242547,600070100,53.69
426560362,401110200,42.58
426676198,401000000,31.64
426445301,401110200,51.92
426572007,401000000,26.51
426678376,401000000,43.91
426519382,300110000,62.23
426747952,300110000,66.93
426011384,300110000,65.82
426209306,401000000,23.98
426132957,401000000,37.86
426044381,600070100,39.46
426583018,300210000,27.62
426479058,401250100,21.93
426686065,401000000,32.74
426262474,300110000,44.16
426569913,401121000,23.64
426345756,300230000,76.53
426568258,300210000,5.00
426598348,401241000,79.75
426477100,300110000,49.54
426367754,401250100,42.49
426246081,401000000,26.94
426457834,300110000,49.56
426466102,300210000,5.00
426556779,300210000,23.64
426752905,200010000,57.89
426163934,300110000,45.06
426282875,300210000,28.02
426217609,401002000,40.68
426792520,300230000,53.76
426127394,600070100,60.11
426046366,300210000,39.95
426830979,300110000,41.55
426564230,401000000,25.57
426572133,401130000,57.98
426138229,401110200,56.97
426357906,401000000,33.01
426520883,300110000,44.59
426265825,401000000,15.78
426634240,300110000,57.68
426470230,300210000,23.23
426686065,300110000,68.98
426511025,401002000,29.50
426548334,401250100,32.01
426340025,300110000,63.63
426722427,300110000,67.96
426251132,401110200,57.92
426397039,300210000,26.36
426180066,401130100,24.17
426255285,401130000,33.29
426711774,401240000,49.22
426466102,401230000,58.17
426530000,401000000,45.35
426341694,401110200,48.68
426037663,401000000,42.29
426611475,401241000,53.84
426757037,300210000,22.05
426369583,300210000,5.00
426523076,300110000,61.11
426265825,401130100,34.61
426474070,300110000,41.73
426527814,401000000,32.70
426560462,300210000,25.75
426544147,300210000,47.81
426588816,401000000,40.89
426234723,300110000,58.37
426593268,401000000,48.18
426277154,300210000,5.00
426519588,401240000,65.16
426524652,300110000,42.79
426011023,401002000,5.00
426029909,401000000,27.04
426625668,300110000,60.46
426015936,300110000,72.29
426635194,300110000,67.99
426720226,300110000,49.23
426232808,401121000,47.04
426390208,300110000,46.88
426246108,300110000,62.11
426357906,401130100,28.82
426723970,300210000,45.33
426134804,401000000,29.59
426286125,300210000,33.93
426147264,401250100,59.95
426232272,401110200,43.16
426729627,401130100,31.20
426159445,300210000,40.21
426264697,401220000,63.61
426729998,401130100,48.40
426432248,300110000,72.78
426617235,300110000,43.41
426015716,401000000,26.22
426482877,401241000,46.30
426784069,300230000,39.45
426270427,300110000,55.93
426019859,300110000,39.68
426229076,300210000,25.66
426562241,401000000,26.18
426571503,401130100,45.34
426395504,401000000,58.46
426234723,401220000,60.14
426460408,300110000,48.28
426721558,401000000,36.74
426570853,401250100,46.35
426148270,300110000,57.33
426397776,401110200,56.95
426110983,401121000,5.00
426402812,300110000,77.13
426713921,401000000,55.12
426688543,300210000,24.43
426390706,401110200,50.63
426514856,401250100,13.43
426140372,401110200,62.35
426233126,401000000,26.56
426519281,401000000,39.60
426232272,300210000,24.56
426069297,300210000,24.98
426125993,300130000,80.59
426447837,401000000,40.93
426577607,401110200,39.51
426597969,300130000,70.17
426247386,600070100,35.49
426422785,300210000,5.00
426135850,401110200,70.72
426663463,401110200,79.23
426472140,300110000,38.50
426828602,401002000,42.74
426676875,401000000,44.66
426804377,300130000,76.93
426139471,401241000,54.07
426335248,300110000,65.82
426728408,200010000,46.24
426231326,401110200,80.92
426276642,600070100,56.09
426088298,401121000,79.15
426227700,300110000,61.91
426380261,300210000,21.10
426842246,401250100,29.02
426153403,401220000,62.53
426281763,300210000,20.79
426247386,300110000,45.77
426766967,401110200,53.57
426400596,401240000,43.89
426524786,300130000,58.39
426340213,600070100,55.59
426526260,300210000,5.00
426711998,401250100,34.08
426574885,401000000,27.92
426820776,300130000,73.05
426441907,300210000,50.25
426490532,200010000,58.76
426241343,401000000,36.80
426459795,300210000,9.02
426341694,300210000,5.00
426256521,300210000,17.08
426341582,401110200,54.05
426741341,401241000,69.97
426236238,300110000,48.25
426545705,300110000,5.00
426417023,300110000,50.68
426745224,300110000,56.98
426391575,401000000,24.77
426242312,401110200,49.59
426144491,401130000,34.68
426519094,300110000,49.44
426520898,401000000,43.32
426819452,300110000,58.14
426660953,401110200,53.73
426258518,401000000,50.80
426181282,600070100,61.97
426064006,300110000,46.27
426524514,401000000,19.69
426128331,300210000,25.71
426373993,401110200,55.37
426572005,300110000,63.96
426197776,300110000,51.27
426326766,200010300,48.82
426162463,300110000,50.42
426146990,300110000,49.24
426151840,300110000,64.98
426152631,401110200,55.96
426791881,401130000,37.17
426120844,401000000,48.47
426170984,300210000,5.00
426252862,300130000,68.65
426143228,300210000,48.52
426560830,401241000,83.08
426398355,401240000,55.16
426245952,401000000,25.66
426571249,300110000,47.40
426163086,300210000,20.48
426128331,600070100,55.48
426336504,401000000,43.71
426519337,401110200,58.15
426015089,401000000,34.96
426557213,300110000,56.29
426342458,401250100,5.00
426265999,200010300,60.03
426312351,300110000,67.29
426631009,300110000,57.29
426151736,401002000,42.13
426383930,300230000,58.97
426465384,300110000,65.08
426610303,600070100,37.45
426290575,600070100,66.52
426234111,300110000,71.53
426255114,401121000,5.00
426285468,300110000,59.83
426619478,401000000,23.91
426272598,300110000,70.18
426010280,300210000,21.88
426477717,300110000,60.01
426393415,300230000,38.52
426341623,401000000,46.93
426306002,401002000,42.32
426726066,401241000,65.05
426177129,401121000,42.63
426127699,401110200,59.05
426336755,300230000,44.40
426629644,401000000,55.68
426626844,600070100,46.67
426150533,401000000,23.73
426591033,401000000,31.99
426390953,401130100,39.73
426690103,401002000,45.72
426201469,401241000,76.82
426549996,300210000,29.76
426569300,600070100,55.91
426208577,300110000,52.99
426719879,300230000,41.79
426639261,300210000,38.61
426480181,300210000,26.13
426409696,600070100,62.02
426181282,300210000,24.10
426685946,401110200,52.16
426334384,401241000,61.18
426246108,300210000,18.59
426244497,401110200,43.89
426262474,401130100,35.40
426840943,600070100,58.03
426766972,401000000,46.44
426348194,300210000,27.22
426718114,600070100,45.91
426522007,300110000,51.43
426687960,300210000,5.00
426465487,401000000,49.12
426550225,401002000,57.72
426589587,401002000,38.01
426146409,300210000,30.91
426673240,300110000,68.41
426285927,401250100,36.37
426231736,300210000,29.54
426544147,401110200,88.17
426459738,300210000,19.62
426340329,401110200,87.43
426316087,401000000,66.65
426560362,300110000,68.23
426499404,401130100,27.50
426443406,300110000,65.61
426338318,300210000,21.41
426341595,401130100,31.73
426464159,401000000,42.89
426578399,401000000,34.46
426285514,300230000,58.81
426309524,300210000,19.87
426114668,401250100,38.82
426232808,401241000,76.18
426025075,300110000,53.49
426274021,300110000,45.13
426575002,401250100,18.20
426079484,401000000,48.62
426839576,401110200,49.90
426231351,300110000,46.90
426088298,401000000,47.02
426564355,300110000,47.39
426147257,401000000,45.31
426395176,401110200,79.75
426272598,401000000,45.21
426346307,401000000,30.36
426071182,401000000,18.14
426793808,401250100,40.00
426395689,300110000,62.11
426123653,401130100,43.09
426571459,401130100,35.12
426248554,401000000,56.61
426069801,300110000,61.36
426397159,401110200,78.75
426667725,401000000,39.90
426409166,300110000,52.17
426284380,401230000,72.54
426701607,401000000,39.04
426759309,300110000,62.65
426354498,401000000,39.36
426056069,300210000,5.00
426340924,300210000,34.75
426541477,401241000,49.41
426560055,300110000,56.81
426682093,300110000,62.69
426171269,300210000,27.68
426184061,401110200,43.60
426016047,401000000,25.90
426556779,401000000,32.08
426827570,600070100,37.63
426569687,401220000,72.18
426544993,300210000,22.75
426568048,401230000,62.58
426809188,401000000,33.32
426582469,401130100,36.25
426127876,401002000,22.19
426691813,401110200,52.23
426472299,401110200,57.07
426018885,300110000,49.27
426120844,300130000,71.77
426758281,300110000,42.93
426556890,600070100,52.27
426482877,401000000,29.67
426794227,401000000,35.33
426147257,300110000,79.06
426424063,401000000,36.97
426260602,300110000,56.96
426652737,401110200,45.25
426675829,401241000,72.83
426253462,401250100,26.96
426285468,300210000,25.21
426490716,401240000,48.78
426340696,300110000,59.12
426570769,401000000,41.30
426395745,401130100,56.96
426809917,600070100,41.36
426340329,300110000,40.78
426147220,401241000,77.17
426036794,300110000,53.35
426376135,401000000,30.96
426064878,600070100,45.67
426463032,300110000,41.19
426496153,300110000,70.32
426334342,300110000,46.43
426510308,300130000,85.91
426333407,300110000,32.21
426480181,401000000,27.80
426037460,401121000,5.00
426230722,300110000,38.37
426474916,300110000,56.07
426623453,300210000,27.52
426479349,401250100,35.81
426105566,401000000,37.32
426829046,300210000,20.34
426690862,401110200,48.92
426245113,300110000,60.59
426139451,600070100,58.17
426525276,401000000,22.78
426690846,401002000,24.38
426328921,300110000,41.30
426127104,401000000,50.91
426342593,401121000,65.44
426548334,401000000,25.75
426255285,401000000,44.74
426479509,300210000,56.62
426757037,401220000,79.07
426714516,401241000,67.55
426673171,401110200,72.53
426475621,300110000,5.00
426736983,200010300,45.67
426606188,401250100,27.96
426740558,401250100,26.08
426255189,401000000,37.92
426464112,300110000,58.34
426461698,300110000,49.83
426151814,401250100,28.67
426145609,401002000,28.91
426510308,300230000,62.68
426587324,300110000,40.09
426830979,401250100,5.00
426841088,300110000,52.92
426720028,300110000,43.05
426260635,401121000,31.63
426391575,300210000,18.89
426342618,401110200,89.66
426391693,200010300,64.40
426425179,401230000,69.25
426425269,300210000,22.27
426799205,401000000,28.05
426697595,300210000,5.00
426473755,401130100,31.10
426249111,401000000,57.54
426787542,401110200,53.01
426311989,300210000,29.93
426336403,401000000,44.42
426392553,300110000,52.53
426003441,401000000,35.86
426679042,300130000,56.21
426399588,401241000,76.15
426336130,600070100,66.54
426772644,300210000,22.68
426297113,300210000,38.92
426490547,401000000,22.32
426796613,401250100,41.41
426397176,401121000,27.85
426447862,401110200,53.98
426253481,300110000,5.00
426675655,300110000,39.42
426476776,401130000,30.02
426688804,300110000,57.93
426460817,401000000,61.37
426715369,300210000,5.00
426217150,300210000,35.82
426416640,200010300,58.67
426224945,401130100,43.39
426800513,300110000,54.56
426641168,401000000,37.65
426624351,401000000,41.63
426237982,401002000,74.88
426551537,300110000,50.73
426472299,300210000,17.73
426568258,401000000,29.25
426336197,401002000,51.26
426158228,401130000,28.05
426037460,401000000,37.54
426060723,300210000,30.98
426255231,401110200,46.69
426425179,300210000,5.00
426150942,300110000,65.66
426402189,300210000,25.73
426344314,300110000,51.40
426250552,300210000,18.37
426801402,401110200,43.94
426404847,300210000,18.99
426682635,300110000,64.02
426234141,300130000,78.21
426465472,401000000,23.27
426465876,401110200,59.29
426587940,401000000,36.62
426459738,300110000,57.28
426150068,300110000,49.04
426460817,401110200,81.41
426572985,401240000,84.37
426021642,300210000,5.00
426003552,300210000,24.90
426632238,401110200,55.06
426753766,401110200,79.03
426611475,300210000,24.74
426690846,300210000,19.01
426511919,401002000,37.90
426782305,401000000,35.96
426701234,200010000,50.56
426238288,401250100,34.51
426404905,401000000,39.03
426596919,300210000,9.75
426801402,300210000,5.00
426628048,300110000,52.42
426147220,300110000,35.96
426422785,401000000,37.62
426126883,401241000,85.26
426290429,401250100,27.97
426015089,600070100,64.83
426640226,300210000,16.90
426575901,600070100,44.99
426369561,300210000,22.85
426473507,300110000,72.63
426277154,300110000,58.83
426118420,300110000,63.97
426450692,401000000,33.61
426338414,300210000,18.83
426751872,600070100,52.85
426357222,300110000,60.21
426713921,300210000,23.43
426334514,300110000,39.31
426114391,300110000,49.13
426056069,200010300,70.64
426772619,600070100,57.46
426404905,300210000,5.00
426280613,600070100,61.55
426377310,401220000,62.70
426076792,401250100,26.06
426747254,300210000,21.00
426841088,401250100,31.81
426254636,300210000,5.00
426596098,200010000,47.33
426147220,401000000,30.64
426015299,300210000,37.18
426627004,300110000,55.02
426391028,401230000,72.78
426332163,401000000,28.84
426357222,401000000,35.80
426459738,401000000,21.36
426474158,300210000,5.00
426614168,401002000,25.51
426818388,300210000,29.02
426168373,300110000,35.28
426425179,401110200,50.89
426511919,300210000,5.00
426267352,401000000,61.22
426137117,600070100,81.32
426520914,300110000,57.90
426625704,300110000,54.92
426813750,401000000,20.63
426630078,401110200,75.11
426469621,300210000,25.10
426813750,300110000,55.20
426290615,300110000,66.56
426233122,300110000,55.50
426570853,401000000,33.24
426596919,401130000,21.90
426225084,401110200,55.40
426065148,300110000,47.46
426254737,300210000,5.00
426476020,401110200,62.55
426464811,401000000,22.85
426279770,300110000,52.74
426723970,401002000,66.92
426389319,300210000,22.48
426666514,401110200,62.17
426157076,200010300,72.79
426182243,300210000,18.68
426574434,300110000,44.79
426579434,401130100,30.65
426376135,300110000,58.05
426331061,300210000,23.00
426346307,300210000,5.00
426299903,300210000,37.80
426425269,401130100,31.17
426147251,300110000,65.72
426557213,401110200,55.38
426750680,300210000,20.42
426526161,401000000,22.06
426395211,300110000,49.54
426247321,401000000,32.30
426065826,200010000,62.10
426146940,300210000,5.00
426138784,401130000,37.17
426335248,401002000,73.95
426469526,300110000,44.56
426525368,401000000,37.93
426390950,300110000,56.14
426353492,300210000,5.00
426402189,300110000,40.73
426239185,300130000,71.79
426486612,401000000,40.59
426251442,401000000,33.20
426713091,401241000,46.73
426314612,401121000,27.31
426342130,401121000,18.85
426150533,401110200,44.89
426114668,300110000,48.84
426804293,401250100,31.20
426761183,300110000,31.60
426390863,300110000,78.15
426648083,401121000,65.70
426395251,300110000,50.55
426344383,401000000,29.42
426556347,600070100,45.03
426344673,300210000,5.00
426770817,300210000,22.78
426268286,300110000,70.17
426762352,401110200,49.57
426725295,401240000,54.11
426523615,401000000,47.13
