nomor_pendaftaran,kode_mata_pelajaran,nilai_tka
426144688,401110200,56.07
426628897,401220000,84.48
426758630,401230000,83.95
426398624,401110200,45.76
426341604,401130100,35.54
426015089,300210000,19.92
426137117,401110200,87.83
426231753,300110000,67.61
426347205,300110000,47.91
426626844,300110000,43.78
426677046,300110000,58.80
426791881,401121000,5.00
426271892,300210000,5.00
426331061,600070100,66.11
426468206,300110000,37.10
426574434,401241000,64.33
426792520,401000000,27.45
426469160,300210000,52.21
426315566,300210000,24.80
426515234,401241000,78.46
426514927,401220000,68.85
426511025,300110000,34.86
426601277,300110000,69.68
426725917,300110000,54.34
426143464,300110000,38.48
426799206,401130100,57.37
426398789,401241000,68.94
426501220,401000000,29.13
426571731,300210000,23.56
426741028,300210000,23.84
426635412,401000000,60.37
426270024,300130000,77.85
426484631,300110000,50.10
426332269,600070100,32.71
426352292,401000000,65.56
426207141,401110200,37.47
426395944,401110200,78.94
426594964,300110000,67.78
426344949,300110000,51.53
426098528,600070100,46.73
426772619,300110000,36.46
426395504,401002000,46.33
426248554,401110200,87.96
426199443,300110000,47.57
426694145,300210000,18.22
426835315,300110000,59.24
426741028,300110000,48.74
426015716,401250100,17.24
426077794,401250100,25.36
426697595,401000000,31.72
426255910,401000000,51.91
426819259,300210000,23.56
426557737,401110200,38.61
426571249,300210000,48.96
426003441,401250100,15.54
426344828,401000000,44.70
426811638,401000000,41.89
426804377,300110000,55.68
426341625,401110200,51.87
426150332,401000000,50.72
426004070,300230000,41.25
426180246,401000000,38.94
426338414,200010000,68.27
426569300,300110000,39.92
426342458,300210000,5.00
426278470,401000000,43.48
426390953,401110200,38.25
426457834,401000000,30.78
426675118,300110000,42.90
426690383,401230000,69.58
426620507,300210000,5.00
426404608,401130000,42.60
426006353,300110000,36.05
426341676,401220000,81.92
426265838,300210000,13.63
426459764,401000000,23.26
426230110,300210000,28.55
426346476,600070100,67.27
426563793,300210000,21.70
426053137,401250100,35.37
426758281,401230000,66.09
426520326,401250100,39.71
426497223,300130000,88.45
426690210,300110000,5.00
426143228,600070100,50.29
426755118,300210000,37.82
426450276,300210000,55.76
426712713,300210000,39.16
426256329,401000000,37.54
426405941,401110200,50.75
426225096,300210000,5.00
426496153,401000000,42.87
426246609,401110200,47.26
426741028,401250100,37.18
426253462,401000000,46.22
426611740,401250100,52.84
426341583,401130100,29.29
426723081,300110000,54.55
426648083,401000000,52.33
426804788,401110200,39.31
426267352,300110000,47.31
426672776,300210000,26.37
426637538,600070100,60.27
426621232,300110000,50.79
426723376,300210000,5.00
426672026,300110000,36.74
426348124,300110000,71.51
426275446,300110000,54.24
426147189,300110000,47.08
426635412,401110200,59.06
426541237,401000000,34.12
426450692,600070100,49.61
426234141,300210000,5.00
426532130,300210000,17.86
426108363,300210000,21.65
426174546,401110200,39.90
426450692,300210000,24.67
426749970,401000000,64.60
426401588,401121000,38.32
426839576,401000000,28.20
426727081,300110000,66.27
426436940,300110000,55.04
426150689,401000000,61.40
426474916,401110200,54.16
426010203,401110200,51.84
426558047,401130100,43.95
426018712,401000000,30.11
426755626,300110000,33.28
426251132,401130000,33.28
426278028,300210000,21.55
426627294,300110000,49.73
426712713,401110200,59.37
426107654,401110200,57.43
426479055,300110000,70.39
426260497,300110000,66.99
426167955,300130000,56.84
426403401,401110200,83.83
426141980,300210000,23.75
426140485,300210000,5.00
426247135,300210000,26.20
426334384,401250100,29.45
426719974,300130000,60.18
426191161,300110000,57.38
426627004,401130000,5.00
426327750,300110000,41.57
426181200,300210000,21.64
426390863,401130000,26.76
426726370,600070100,42.46
426127861,401000000,21.82
426703230,300210000,34.37
426556699,401110200,45.02
426141212,401000000,25.14
426479055,401130100,49.30
426716951,300110000,41.13
426047341,401250100,32.72
426460408,200010000,53.13
426136297,401110200,85.35
426147220,300210000,60.50
426069973,300210000,25.34
426145609,300110000,54.87
426340924,401230000,49.16
426467284,401000000,40.92
426663463,300210000,28.56
426522457,300130000,58.34
426747254,401000000,32.49
426155506,300130000,64.52
426348124,401121000,45.48
426131124,401000000,42.04
426641168,300110000,54.27
426633311,401121000,33.30
426037460,300210000,20.98
426066748,300110000,56.42
426475697,300110000,64.52
426147293,401220000,63.53
426346246,300110000,35.53
426195090,401110200,43.12
426839622,300210000,5.00
426572005,401130100,48.07
426685946,401130000,28.46
426056069,300110000,55.55
426025805,401002000,37.99
426624058,401220000,63.02
426466580,300110000,39.09
426157204,300110000,63.55
426002004,300210000,23.63
426380261,401250100,31.54
426578633,401220000,61.86
426003489,401250100,19.55
426144491,401000000,37.85
426571741,401110200,47.45
426812292,401000000,25.42
426360027,401110200,58.98
426173051,300210000,28.26
426166678,401002000,20.36
426147037,300210000,21.78
426018314,300210000,34.33
426066204,401000000,38.70
426339140,300110000,48.33
426474158,300110000,48.77
426666625,401110200,82.52
426232944,600070100,49.98
426734862,300110000,59.06
426380261,401002000,41.37
426276642,300110000,57.96
426171194,300210000,16.87
426398789,300110000,52.86
426666625,401130000,60.00
426478900,401121000,78.13
426335427,401000000,52.24
426516940,401000000,31.88
426476174,300110000,45.87
426729627,401000000,44.09
426587524,300210000,54.66
426016047,300110000,62.94
426030667,300110000,63.53
426688633,401230000,68.14
426820776,300210000,5.00
426562241,200010000,54.04
426727835,300110000,27.67
426768815,401000000,35.68
426601619,401241000,69.62
426150332,300210000,34.26
426390843,401000000,40.41
426242054,401000000,32.93
426821298,401110200,47.16
426588865,401110200,51.53
426462521,300110000,55.31
426213370,200010300,62.62
426037460,401002000,36.59
426401203,300110000,29.80
426142253,401110200,48.37
426391544,300110000,65.04
426839622,300110000,60.74
426580856,300110000,53.38
426701234,300110000,49.39
426840943,401000000,19.74
426686065,401250100,23.60
426172482,401000000,49.20
426150046,300210000,22.30
426349620,300210000,20.88
426015936,401230000,82.23
426147257,401002000,61.15
426038617,401002000,37.70
426515234,401000000,64.36
426149305,401130000,31.00
426511211,300210000,37.06
426721558,300210000,5.00
426245952,600070100,40.49
426737568,300210000,22.96
426818388,401000000,34.29
426150942,600070100,50.90
426237751,300130000,66.88
426246281,300110000,65.08
426237982,300110000,69.38
426246081,300210000,16.92
426405941,300110000,39.69
426490547,300210000,0.00
426617463,401110200,54.23
426341291,300110000,68.37
426143747,300110000,55.64
426729998,401000000,40.56
426265825,300210000,21.41
426190307,300110000,60.25
426332163,300210000,48.46
426128977,300110000,53.38
426395341,300110000,36.02
426652410,401000000,32.79
426233122,300130000,81.42
426587324,401000000,35.20
426135568,300210000,5.00
426202748,401110200,79.94
426728408,300110000,37.66
426210404,401000000,31.98
426243160,401130000,27.64
426210155,401241000,68.49
426058054,401130000,52.04
426044381,300210000,21.16
426296652,300110000,36.42
426544080,300110000,69.92
426131124,300210000,31.72
426560689,401000000,39.38
426217402,401000000,42.45
426250429,300210000,5.00
426547961,401000000,31.24
426342618,300110000,71.30
426821140,401002000,40.89
426114391,401000000,29.28
426202748,300210000,44.32
426398446,300130000,62.48
426162463,300210000,21.66
426290575,300110000,63.48
426718695,300210000,5.00
426475697,300210000,30.64
426274021,300210000,20.03
426551305,401110200,45.10
426621232,401000000,34.41
426443109,300210000,22.33
426717777,401241000,63.97
426412823,300110000,50.90
426671330,401000000,19.47
426623515,300110000,67.48
426147264,401241000,81.78
426363390,300210000,23.60
426533321,401110200,46.83
426141745,401000000,25.26
426135008,300210000,25.93
426130102,300210000,31.60
426440861,300210000,19.63
426563841,401250100,15.13
426340213,401250100,16.68
426194433,401000000,29.18
426602330,401002000,39.27
426057808,401000000,24.81
426632902,300110000,50.89
426044325,401000000,32.63
426465753,200010300,44.36
426421134,401000000,29.91
426476509,401240000,77.51
426394852,401110200,41.18
426802135,401000000,32.90
426290429,401000000,31.93
426690727,401000000,36.13
426555267,401241000,74.37
426047341,300110000,59.37
426151386,401220000,64.40
426146990,401000000,29.79
426110016,600070100,37.79
426107810,300210000,27.79
426587324,200010300,70.00
426341625,300110000,46.60
426690727,300110000,63.41
426698294,300210000,31.72
426669216,401000000,40.78
426535782,401121000,5.00
426243482,300110000,41.74
426596098,401220000,65.42
426138533,300130000,83.64
426114668,300210000,5.00
426758436,300210000,5.00
426152941,401000000,30.35
426228854,401000000,32.14
426396695,300210000,27.50
426133250,300130000,67.88
426436940,401110200,42.75
426512124,401130100,29.54
426399588,300110000,73.48
426473233,401110200,59.86
426819503,300210000,5.00
426343547,300130000,81.11
426836765,401000000,37.61
426147586,300110000,71.24
426030783,300210000,38.35
426719879,300210000,35.56
426718695,401000000,22.76
426830826,401000000,40.39
426171269,300110000,45.14
426147189,401110200,51.08
426139664,300210000,22.06
426712859,401130100,29.34
426225084,300210000,29.10
426794037,300210000,5.00
426233126,300110000,52.48
426563841,401000000,24.52
426791422,300210000,22.94
426264635,401000000,25.23
426195090,401240000,53.87
426140665,401110200,51.08
426390843,300110000,48.37
426050866,401250100,55.98
426231051,401110200,81.17
426230795,401110200,46.38
426015716,600070100,32.93
426564172,300230000,26.86
426697595,401110200,52.49
426338491,401241000,75.49
426469026,300210000,21.55
426718993,300210000,30.69
426018885,300210000,24.74
426402189,401000000,39.67
426537562,401000000,22.61
426329424,401000000,30.85
426145921,401000000,38.67
426814109,401000000,32.78
426292890,401000000,37.41
426465384,200010300,66.68
426228854,300110000,43.67
426350383,300210000,63.23
426716355,300210000,52.08
426749173,401130100,43.28
426189810,401000000,23.99
426589587,300110000,49.07
426212726,401000000,43.79
426809917,200010000,48.07
426240070,200010000,53.40
426703167,401000000,27.32
426276642,300130000,73.65
426809188,300110000,29.72
426017125,401130100,47.66
426395689,401000000,62.80
426395919,401110200,40.02
426691130,300110000,60.68
426171269,401110200,56.12
426609980,401220000,90.93
426345800,300210000,16.17
426391938,300210000,26.39
426403401,401000000,53.20
426348768,401130100,33.45
426070852,300210000,5.00
426535782,401130100,23.51
426398599,300110000,53.36
426731301,300110000,71.42
426617547,300110000,55.02
426701234,401000000,33.35
426432686,401110200,42.72
426315952,401000000,37.29
426587041,401000000,50.25
426132450,401110200,43.15
426153403,401000000,19.68
426148203,300110000,46.46
426727489,401121000,35.64
426069297,300130000,65.52
426127425,401000000,41.58
426625668,401230000,70.94
426170155,401110200,47.91
426532130,401110200,38.18
426626217,401130000,27.87
426334342,300210000,5.00
426719641,300110000,65.98
426341770,401000000,33.16
426754417,300210000,20.10
426623668,300210000,32.26
426125993,401000000,38.48
426650571,401110200,84.25
426341677,300210000,25.40
426246694,401110200,44.94
426003552,401110200,63.19
426589170,300110000,50.41
426836765,300130000,71.55
426545705,300210000,5.00
426127859,300210000,41.13
426464159,401121000,58.30
426717545,401220000,68.95
426669482,401110200,79.80
426029087,300130000,73.47
426335427,401130100,59.86
426786777,401240000,38.43
426231326,300110000,72.71
426230360,600070100,44.69
426344564,401220000,63.11
426652118,401000000,38.61
426459410,401000000,70.53
426528261,401130000,36.26
426519202,401110200,77.81
426193764,401000000,30.32
426342452,401250100,24.51
426667692,300110000,38.34
426597969,401000000,44.51
426233237,401000000,28.33
426248490,401130000,32.00
426264458,300110000,63.82
426260497,300210000,43.95
426671916,300210000,45.51
426667231,401000000,33.02
426838471,300210000,36.11
426329536,300110000,47.52
426572985,401250100,45.34
426328319,300130000,56.64
426827570,300110000,51.39
426315479,401220000,69.75
426582413,300110000,45.18
426519337,300210000,40.86
426136297,401000000,41.79
426620333,401230000,71.70
426560689,401230000,62.69
426377406,401110200,55.61
426703167,200010300,73.09
426616262,401110200,46.87
426740515,401002000,30.70
426522479,300110000,59.80
426619203,401000000,52.91
426127859,401000000,36.38
426132450,401000000,39.24
426255025,300210000,26.53
426677530,300210000,51.25
426445301,300210000,5.00
426725594,401110200,36.70
426396554,300210000,25.17
426345756,300210000,48.65
426533321,300210000,5.00
426479349,300110000,58.17
426149325,401110200,36.28
426151840,401250100,65.85
426488529,200010300,82.88
426257127,401250100,47.52
426772964,300110000,46.47
426383018,300210000,20.49
426158228,401121000,25.82
426137153,300210000,5.00
426770839,401000000,33.09
426054046,300210000,39.26
426345800,300110000,52.68
426368046,401110200,66.80
426602330,401250100,76.47
426640226,401000000,47.08
426147496,300110000,40.54
426391693,300210000,29.84
426390706,401000000,47.39
426060286,300130000,55.56
426285514,300130000,88.56
426391938,401000000,44.36
426472532,401000000,42.23
426803871,300210000,22.75
426801074,401000000,15.89
426255910,401220000,95.93
426149616,300110000,52.64
426395504,300110000,56.59
426350723,401110200,91.93
426330185,300110000,44.72
426029087,300210000,31.41
426162121,300110000,46.61
426286201,401000000,24.67
426397819,300210000,19.63
426232272,401000000,34.22
426148422,600070100,52.60
426479058,300210000,27.39
426694803,600070100,46.65
426025805,401000000,25.22
426745224,401000000,30.36
426130112,600070100,39.96
426565464,300210000,25.06
426665827,300110000,69.31
426794227,401110200,53.66
426716951,401241000,64.42
426217275,300210000,16.31
426704850,401110200,51.47
426341291,401250100,57.69
426557737,401130100,47.14
426667813,401000000,37.52
426278028,401000000,5.00
426164688,300110000,73.85
426132641,401110200,61.40
426726370,300210000,15.64
426332269,401000000,24.48
426177129,300210000,39.65
426616839,300210000,19.96
426736983,300110000,71.65
426755626,401110200,49.41
426594964,401241000,69.31
426639261,401002000,32.42
426632169,300210000,30.22
426231093,600070100,45.53
426281738,300110000,49.84
426691813,401000000,32.06
426143765,300210000,5.00
426198270,401121000,22.70
426138784,401000000,46.11
426334399,401002000,39.55
426315965,401000000,39.90
426556890,300110000,53.64
426550038,300210000,28.33
426402777,401241000,64.66
426234111,401110200,60.69
426752196,401130100,32.25
426304493,300110000,63.56
426341810,300230000,34.56
426347102,401240000,54.38
426519452,300210000,35.84
426809917,300210000,23.88
426520645,401110200,50.36
426247135,300130000,90.64
426420761,401220000,71.56
426382669,401000000,45.66
426588816,300210000,48.82
426669482,300110000,75.06
426315965,300210000,28.80
426688543,401002000,30.42
426255910,300110000,58.13
426369561,401000000,23.65
426030783,401110200,85.52
426635412,300210000,34.24
426511727,401002000,45.53
426127699,401000000,36.28
426341477,401241000,56.60
426719974,401250100,56.76
426301756,401000000,32.72
426390953,300110000,5.00
426171109,200010300,81.90
426309077,600070100,60.72
426047571,300110000,56.61
426563793,300230000,28.21
426140486,401241000,77.64
426169870,300110000,50.73
426134743,300210000,5.00
426409073,401250100,58.13
426516940,300110000,50.43
426740186,200010000,60.93
426275446,300210000,56.22
426237751,401000000,49.17
426208577,401000000,30.85
426830193,300210000,30.55
426550277,300210000,19.76
426398437,300110000,64.55
426138229,401000000,32.32
426306002,401000000,26.66
426258518,600070100,58.49
426476103,300210000,23.12
426245995,300110000,58.93
426643487,300110000,70.24
426152631,300210000,28.24
426354498,300210000,22.58
426397763,300110000,50.70
426334939,300110000,47.73
426127859,300110000,66.70
426519337,300230000,50.00
426230480,401000000,55.51
426143070,401121000,5.00
426457834,401220000,67.27
426817782,401000000,21.30
426342593,401110200,90.40
426729075,401000000,34.29
426423388,401241000,47.20
426127307,300110000,50.35
426394733,300130000,58.46
426835088,401220000,60.98
426534184,401000000,36.07
426766053,401130100,21.01
426147189,401000000,18.71
426257127,401110200,87.68
426305160,300210000,22.67
426673240,300210000,27.77
426623027,401241000,71.80
426002957,401241000,52.03
426138480,600070100,44.38
426137604,401000000,23.96
426424335,300110000,52.00
426279230,300130000,50.32
426306569,401002000,31.54
426747952,401110200,83.47
426239185,300110000,54.99
426255025,401000000,18.44
426249027,401241000,67.52
426684812,401110200,51.29
426003643,401220000,79.96
426124425,401121000,5.00
426329536,300210000,21.71
426534184,300110000,37.55
426726066,300210000,19.87
426347569,300110000,63.96
426476776,401000000,25.12
426238615,300210000,5.00
426459795,401000000,30.05
426216442,401220000,70.97
426600492,300110000,51.83
426122730,401230000,56.15
426795962,300110000,61.27
426768816,300210000,24.28
426217609,300230000,53.42
426672776,300110000,59.75
426394805,401000000,23.79
426015218,300210000,41.85
426051016,401130100,43.17
426809917,300110000,40.13
426766967,300110000,47.99
426254636,300110000,48.52
426465384,401000000,19.61
426180246,300110000,70.26
426804377,300210000,25.40
426342130,401130100,27.22
426778085,300110000,70.47
426162254,300110000,67.40
426462521,401000000,42.47
426407229,300110000,48.34
426472361,401130000,65.46
426785903,401002000,28.38
426583018,401000000,38.40
426839642,300110000,39.40
426578633,300110000,48.03
426237751,300210000,19.03
426400847,300110000,69.15
426254015,300210000,18.02
426345317,401110200,54.91
426604161,401250100,31.03
426523250,300130000,70.99
426667231,401002000,32.61
426296652,401110200,43.60
426150001,300110000,48.71
426520723,300210000,5.00
426482896,300110000,41.62
426151189,300210000,48.54
426417322,401241000,59.46
426316087,300210000,57.34
426770160,401241000,61.95
426128874,300110000,55.41
426256329,401250100,23.35
426609505,300130000,58.67
426151886,401240000,54.55
426486612,300110000,40.12
426267352,401130100,59.38
426716355,300110000,61.47
426134579,300110000,45.49
426044325,300110000,61.01
426145843,401241000,46.46
426395745,300110000,67.11
426568766,300110000,55.46
426676198,300110000,63.76
426169605,401250100,27.60
426064878,300110000,38.50
426488529,401241000,82.64
426747952,401000000,71.55
426217609,401000000,27.82
426520725,401110200,85.83
426218307,300110000,72.89
426010393,401121000,59.59
426280838,401002000,34.57
426363390,401250100,38.31
426147659,401002000,43.88
426725917,401000000,19.91
426395176,401000000,32.09
426784069,401002000,44.38
426839642,401241000,59.35
426520898,300110000,74.23
426475943,300110000,41.23
426527599,401000000,46.32
426128977,401000000,28.93
426121231,401110200,59.71
426331154,401130100,29.59
426341768,401241000,59.13
426141745,300210000,28.50
426662269,300210000,53.79
426336086,200010300,83.47
426772971,401000000,24.80
426515234,300110000,48.03
426611573,300210000,5.00
426839622,401121000,41.82
426815380,300130000,82.81
426169052,401220000,76.45
426157076,300210000,18.19
426525404,600070100,64.34
426524970,401000000,35.28
426761065,300110000,57.44
426011055,300110000,46.35
426155155,401000000,43.37
426734862,401000000,56.10
426476241,401000000,29.66
426465753,300110000,43.08
426811638,401250100,28.49
426029909,300210000,17.80
426077324,401241000,66.09
426346476,300210000,5.00
426258518,300110000,51.46
426400695,300110000,40.62
426473233,300210000,5.00
426169605,300110000,51.20
426332563,300210000,50.06
426382669,300110000,44.27
426624032,300130000,70.43
426341582,300210000,27.36
426137117,300210000,23.65
426684812,300110000,44.48
426245961,300210000,20.33
426301756,401130100,63.87
426078113,401002000,35.66
426772978,401121000,5.00
426232808,300210000,22.60
426569913,401000000,38.86
426449003,401240000,71.13
426397338,401000000,50.12
426266045,401110200,38.10
426252744,401000000,50.17
426556566,300210000,23.34
426537169,401240000,60.46
426195622,300210000,20.53
426836238,401000000,44.50
426747254,300110000,55.39
426341604,401110200,64.91
426126351,300210000,20.66
426751872,401000000,43.36
426147708,401000000,28.62
426390262,300210000,5.00
426490547,401130000,25.94
426449491,401121000,5.00
426265175,401000000,34.65
426339619,401220000,80.10
426233126,600070100,51.76
426548812,300110000,65.82
426792520,300210000,39.40
426548334,300210000,5.00
426120844,300210000,15.64
426158920,300210000,49.42
426741341,401000000,29.20
426686203,300110000,60.49
426163934,401230000,62.84
426231093,300110000,51.53
426318891,300210000,30.64
426275493,401000000,29.55
426332782,300110000,55.73
426335248,401000000,42.81
426511774,300110000,63.14
426566532,401000000,5.00
426511774,300210000,5.00
426757572,401000000,44.65
426466541,401000000,29.26
426613738,600070100,63.77
426764104,300110000,68.85
426140638,300110000,51.31
426135850,300110000,41.22
426540771,401000000,25.94
426550038,401110200,51.19
426004245,401000000,37.52
426686886,401130000,58.79
426527814,401110200,37.47
426712215,401002000,40.51
426132034,401110200,84.18
426132641,300210000,33.45
426060272,401000000,32.17
426469160,401000000,40.02
426429152,300210000,31.92
426277929,401000000,48.99
426472140,401250100,32.49
426390262,600070100,43.11
426164688,401000000,24.56
426740965,200010000,64.60
426839576,300210000,5.00
426342452,300110000,63.65
426105566,600070100,52.30
426510586,401000000,22.10
426560362,300210000,33.64
426342593,401000000,56.58
426244713,300110000,46.51
426613192,300110000,51.01
426345756,300110000,63.38
426449491,401000000,36.00
426713026,401240000,82.32
426010393,300210000,68.63
426019729,300230000,34.35
426514856,401230000,71.48
426405625,300110000,50.81
426516592,401110200,46.45
426835315,300210000,21.14
426662608,401241000,72.40
426345064,401000000,33.91
426367754,300210000,5.00
426397010,401130100,53.14
426713921,300130000,75.34
426582413,401121000,33.51
426475697,401110200,64.35
426127732,401002000,37.50
426717828,401000000,30.62
426246081,600070100,49.07
426345098,401000000,5.00
426000613,300210000,26.17
426677046,600070100,56.21
426147218,300210000,5.00
426341790,300210000,16.01
426341291,300210000,53.00
426820222,401002000,21.97
426796613,300210000,29.62
426479055,401000000,41.04
426623027,401000000,35.16
426237505,401110200,55.96
426152941,401230000,56.48
426459410,401002000,49.56
426153631,401121000,42.95
426251323,401000000,17.66
426510586,300210000,5.00
426316087,300110000,64.14
426830826,401110200,44.76
426146409,401000000,37.70
426183055,401220000,78.00
426441080,401110200,75.37
426766053,300210000,18.19
426339721,401000000,19.52
426625356,401000000,41.62
426404847,300110000,60.29
426753398,300110000,60.86
426056069,600070100,45.99
426168373,401250100,5.00
426030783,401121000,76.24
426572133,300110000,62.15
426157076,401000000,30.21
426104913,401000000,34.81
426716951,300210000,19.80
426623667,300110000,66.20
426620507,401000000,29.34
426550225,401110200,81.86
426691636,300210000,5.00
426469026,300110000,71.40
426512393,401000000,37.33
426757497,300110000,51.64
426133473,401000000,49.76
426341623,300210000,24.58
426143411,401002000,37.65
426404414,401240000,59.69
426250429,401130000,37.58
426214562,401110200,56.83
426250954,401000000,47.24
426404937,300110000,70.63
426819454,401000000,43.55
426424063,401002000,41.38
426326175,300130000,77.86
426429304,401110200,43.34
426469026,401000000,36.50
426290615,401241000,72.59
426035734,300130000,73.97
426214654,401000000,47.11
426464112,401000000,35.53
426254737,401250100,5.00
426830193,401121000,35.93
426786777,401230000,56.30
426123357,300210000,21.71
426286774,401130100,39.82
426161024,300110000,46.54
426025075,401110200,61.00
426260428,300210000,41.07
426237982,401250100,66.37
426650571,401121000,55.05
426015936,401241000,72.33
426550308,300130000,46.69
426046366,401000000,26.18
426166678,401000000,39.17
426516427,401110200,82.38
426023770,401000000,46.99
426070582,401002000,34.51
426574583,300210000,5.00
426141142,300210000,21.90
426528261,300210000,28.25
426345005,401220000,93.70
426330185,401000000,42.03
426167955,300110000,56.74
426725026,300210000,22.44
426327882,401000000,38.63
426716355,300130000,78.83
426072861,401000000,20.65
426158920,300110000,53.25
426521635,401110200,37.68
426768428,300110000,58.63
426052726,300110000,54.80
426721558,401241000,62.75
426586905,300110000,53.25
426582413,401000000,36.51
426621302,600070100,50.52
426736983,300210000,24.81
426802560,600070100,48.59
426497223,300110000,68.47
426136340,401121000,36.23
426257360,401110200,39.38
426047588,401110200,54.07
426564049,300210000,24.27
426772978,401110200,61.03
426181200,401121000,35.74
426725026,401000000,31.59
426625375,401121000,67.74
426261764,300210000,45.97
426466580,300210000,18.45
426757037,401110200,44.91
426749970,300210000,23.04
426342130,401000000,39.19
426723376,401000000,34.18
426690862,401000000,35.33
426762352,401241000,49.21
426432248,300210000,27.82
426179348,300110000,37.08
426334384,401000000,32.93
426114028,401250100,20.20
426047341,300210000,23.72
426520723,401250100,5.00
426286043,401121000,5.00
426408005,300110000,39.49
426755593,401000000,18.71
426551537,401000000,42.29
426842246,300110000,49.84
426150046,401000000,36.55
426482877,300210000,20.58
426476020,200010300,68.97
426523499,300210000,20.06
426682635,401000000,23.99
426767060,300210000,18.23
426449792,401000000,33.02
426336403,401002000,40.53
426551305,300110000,54.41
426072861,300210000,30.64
426441413,300110000,88.52
426515234,300210000,28.27
426003489,300110000,57.63
426395176,300210000,36.40
426341762,401220000,65.09
426140543,401000000,26.50
426237974,600070100,59.08
426521144,401000000,25.97
426250429,401000000,37.17
426511727,300210000,22.62
426328319,401000000,28.67
426416260,300110000,63.77
426727835,401220000,64.68
426344314,300210000,33.98
426450429,401000000,17.90
426234048,401130100,44.70
426130112,300110000,34.84
426416832,401241000,52.28
426830826,300210000,5.00
426572133,300210000,34.90
426480181,401230000,64.19
426140216,300210000,17.12
426533321,401130100,30.34
426142374,300110000,45.93
426015218,401000000,51.65
426147037,401110200,40.40
426619203,401110200,57.62
426561299,401000000,53.51
426617547,401241000,56.60
426791422,401000000,27.11
426488298,300130000,69.23
426470230,401241000,62.29
426345106,300110000,53.24
426140543,300110000,36.33
426662608,300210000,36.10
426515687,401000000,41.71
426028717,401130100,55.96
426803506,401220000,74.64
426210404,300130000,62.82
426633311,300110000,61.92
426646188,401000000,45.14
426711097,401000000,31.17
426140485,401110200,45.66
426163012,300110000,67.74
426580856,401002000,55.50
426638742,300110000,48.51
426264458,401250100,37.00
426417322,300210000,26.25
426235373,300110000,59.26
426019859,401250100,34.53
426547961,300110000,53.55
426137924,401000000,34.63
426772964,401130000,23.89
426820776,401000000,37.02
426131654,300210000,44.93
426340025,300210000,44.19
426755593,401241000,49.97
426405312,401110200,88.20
426393936,401250100,25.54
426770839,300110000,47.21
426140775,300110000,65.07
426785903,300110000,47.38
426421927,300210000,24.27
426600492,300230000,46.36
426128977,300210000,5.00
426171109,300210000,47.44
426682619,200010300,63.52
426132641,300230000,46.65
426254553,300110000,41.73
426398831,401130000,46.20
426469621,401250100,27.71
426720226,300130000,55.47
426714516,401000000,42.32
426052726,401130100,24.90
426336701,600070100,52.08
426343267,401241000,58.06
426479349,300210000,27.88
426170026,401000000,55.34
426771516,300110000,37.76
426150001,600070100,59.20
426148726,300110000,61.88
426326766,401000000,42.32
426140486,401250100,40.24
426663125,300110000,47.93
426236699,300110000,70.93
426145921,401250100,25.99
426180066,300210000,22.44
426017125,401110200,59.83
426548812,300210000,38.57
426598348,300110000,52.96
426394059,300110000,47.58
426108363,300110000,43.70
426189810,300210000,11.30
426624032,300110000,51.58
426417023,401110200,56.69
426556890,401000000,36.89
426535869,300110000,55.25
426768815,300210000,22.66
426127307,401110200,48.75
426449003,401250100,52.43
426252862,300110000,45.70
426391575,401110200,39.42
426349620,300110000,50.23
426343725,401000000,37.17
426767082,401000000,45.22
426620507,300110000,43.76
426457824,300110000,59.82
426574583,300110000,50.89
426397763,200010000,47.62
426342130,300110000,44.84
426623477,300110000,56.96
426488298,401000000,35.87
426469621,401000000,29.84
426558047,300110000,64.83
426665827,401000000,47.14
426476974,401130000,31.59
426479509,401000000,63.94
426569300,401000000,35.32
426520725,401000000,72.69
426159445,401110200,92.59
426723035,300210000,5.00
426310837,300210000,5.00
426757889,401250100,26.85
426341762,300210000,25.30
426473233,401000000,34.60
426377310,401250100,27.98
426737568,401130100,42.26
426147218,401241000,47.70
426057808,401250100,31.58
426010488,401130100,54.85
426722363,401130100,28.18
426194756,401000000,29.28
426105566,300110000,58.18
426822375,300230000,34.59
426406456,300110000,47.15
426213370,300110000,56.67
426773307,600070100,50.33
426785903,300210000,5.00
426587041,200010000,56.47
426286125,300110000,65.45
426341769,300210000,22.90
426799206,300210000,41.67
426429152,600070100,56.26
426766888,401230000,93.12
426373993,200010300,71.72
426468206,401000000,20.16
426266590,401000000,43.84
426720028,300130000,70.75
426478379,300210000,5.00
426018314,401002000,36.71
426060286,300110000,46.42
426621232,300210000,19.44
426221194,200010000,51.93
426549996,401000000,24.81
426041639,300110000,39.46
426336504,200010300,49.11
426405941,401000000,26.61
426345800,401130100,35.74
426734862,300210000,45.06
426231753,401000000,64.31
426458207,401110200,49.42
426396695,401240000,52.27
426212726,401250100,22.52
426524435,300110000,51.30
426237523,300110000,80.43
426459764,401110200,48.58
426690210,401250100,20.11
426800513,401000000,19.58
426261764,401121000,79.38
426127876,300110000,65.49
426558676,401110200,53.05
426044381,401000000,24.53
426766008,401002000,43.78
426144313,300110000,64.59
426306684,300210000,5.00
426527814,300110000,53.11
426511393,300210000,5.00
426402777,401000000,24.46
426167955,600070100,56.23
426728112,200010000,53.77
426432719,401241000,76.06
426421927,401220000,63.56
426771029,300110000,56.12
