npsn,nama_sekolah,jenis_sekolah,kode_kabupaten,nama_kabupaten,kode_provinsi,nama_provinsi,akreditasi_sekolah,tanggal_mulai_akreditasi,tanggal_kadaluarsa,nilai_akreditasi,kepemilikan,sumber_data_nilai
10102790,SMAN 1 LABUHAN HAJI TIMUR,SMA,060700,Kab. Aceh Selatan,060000,Prov. Aceh,B,08-12-2021,31-12-2021,84,Pemerintah Daerah,Isi Manual
10102793,SMA NEGERI 2 TAPAKTUAN,SMA,060700,Kab. Aceh Selatan,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10102794,SMA NEGERI 1 BAKONGAN,SMA,060700,Kab. Aceh Selatan,060000,Prov. Aceh,A,11-04-2025,31-12-2029,0,Pemerintah Daerah,Isi Manual
10103021,SMK NEGERI 1 KUTACANE,SMK,060800,Kab. Aceh Tenggara,060000,Prov. Aceh,A,08-12-2021,31-12-2021,93,Pemerintah Daerah,Isi Manual
10103030,SMAN 1 KUTACANE,SMA,060800,Kab. Aceh Tenggara,060000,Prov. Aceh,A,20-10-2022,20-10-2027,94,Pemerintah Daerah,Isi Manual
10103090,SMAN 2 LAWE SIGALAGALA,SMA,060800,Kab. Aceh Tenggara,060000,Prov. Aceh,B,08-12-2021,31-12-2021,0,Pemerintah Daerah,Isi Manual
10103097,SMA NEGERI 1 BADAR,SMA,060800,Kab. Aceh Tenggara,060000,Prov. Aceh,B,08-12-2021,31-12-2021,81,Pemerintah Daerah,Isi Manual
10103100,SMAS DARUL IMAN,SMA,060800,Kab. Aceh Tenggara,060000,Prov. Aceh,B,30-11-2022,18-11-2027,89,Yayasan,Isi Manual
10103325,SMA NEGERI 1 SIMEULUE TENGAH,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,B,08-12-2021,31-12-2021,84,Pemerintah Daerah,Isi Manual
10103326,SMA NEGERI 1 SINABANG,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,A,08-12-2021,31-12-2021,91,Pemerintah Daerah,Isi Manual
10103347,SMK NEGERI 1 SINABANG,SMK,061100,Kab. Simeulue,060000,Prov. Aceh,B,30-11-2022,31-12-2027,88,Pemerintah Daerah,Isi Manual
10103348,SMK Negeri 2 Sinabang,SMK,061100,Kab. Simeulue,060000,Prov. Aceh,B,26-09-2023,26-09-2028,88,Pemerintah Daerah,Isi Manual
10103352,SMA NEGERI 1 SIMEULUE BARAT,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,B,08-12-2021,31-12-2021,85,Pemerintah Daerah,Isi Manual
10103755,SMK SWASTA KESEHATAN MUHAMMADIYAH,SMK,061200,Kab. Bireuen,060000,Prov. Aceh,B,08-12-2021,31-12-2021,88,Yayasan,Isi Manual
10104038,SMA NEGERI 1 SINGKIL UTARA,SMA,061300,Kab. Aceh Singkil,060000,Prov. Aceh,C,11-04-2025,31-12-2029,0,Pemerintah Daerah,Isi Manual
10104039,SMA NEGERI 1 SINGKIL,SMA,061300,Kab. Aceh Singkil,060000,Prov. Aceh,A,08-12-2021,31-12-2021,91,Pemerintah Daerah,Isi Manual
10104040,SMA NEGERI 1 SIMPANG KIRI,SMA,066400,Kota Subulussalam,060000,Prov. Aceh,A,30-09-2022,18-11-2027,95,Pemerintah Daerah,Isi Manual
10104041,SMA HIDAYATULLAH,SMA,066400,Kota Subulussalam,060000,Prov. Aceh,C,08-12-2021,31-12-2021,72,Yayasan,Isi Manual
10104042,SMA NEGERI 1 PULAU BANYAK,SMA,061300,Kab. Aceh Singkil,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10104043,SMA NEGERI 1 GUNUNG MERIAH,SMA,061300,Kab. Aceh Singkil,060000,Prov. Aceh,A,08-12-2021,31-12-2021,91,Pemerintah Daerah,Isi Manual
10104044,SMA NEGERI 1 SULTAN DAULAT,SMA,066400,Kota Subulussalam,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Pusat,Isi Manual
10104046,SMA NEGERI 1 DANAU PARIS,SMA,061300,Kab. Aceh Singkil,060000,Prov. Aceh,B,08-12-2021,31-12-2021,81,Pemerintah Daerah,Isi Manual
10104048,SMA NEGERI 1 SINGKOHOR,SMA,061300,Kab. Aceh Singkil,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10104049,SMA NEGERI 1 SURO,SMA,061300,Kab. Aceh Singkil,060000,Prov. Aceh,B,08-12-2021,31-12-2021,84,Pemerintah Daerah,Isi Manual
10104051,SMA NEGERI 1 SIMPANG KANAN,SMA,061300,Kab. Aceh Singkil,060000,Prov. Aceh,A,08-12-2021,31-12-2021,0,Pemerintah Daerah,e-Rapor
10104056,SMK NEGERI 1 SIMPANG KIRI,SMK,066400,Kota Subulussalam,060000,Prov. Aceh,B,30-11-2022,31-12-2027,90,Pemerintah Pusat,Isi Manual
10104057,SMK NEGERI 1 SINGKIL UTARA,SMK,061300,Kab. Aceh Singkil,060000,Prov. Aceh,B,08-12-2021,31-12-2026,0,Pemerintah Pusat,Isi Manual
10104058,SMK NEGERI 1 PENANGGALAN,SMK,066400,Kota Subulussalam,060000,Prov. Aceh,A,08-12-2021,31-12-2021,0,Pemerintah Daerah,Isi Manual
10104059,SMAN 1 RUNDENG,SMA,066400,Kota Subulussalam,060000,Prov. Aceh,B,26-09-2023,26-09-2028,83,Pemerintah Daerah,Isi Manual
10104270,SMAN 1 TAMIANG HULU,SMA,061400,Kab. Aceh Tamiang,060000,Prov. Aceh,B,30-11-2022,18-11-2027,82,Pemerintah Daerah,Isi Manual
10104271,SMA Negeri 1 Seruway,SMA,061400,Kab. Aceh Tamiang,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10104527,SMA NEGERI 1 TERANGUN,SMA,061800,Kab. Gayo Lues,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Pusat,Isi Manual
10104528,SMA NEGERI 1 BLANGKEJEREN,SMA,061800,Kab. Gayo Lues,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10104529,SMA NEGERI 1 KUTAPANJANG,SMA,061800,Kab. Gayo Lues,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10104530,SMA NEGERI 1 RIKIT GAIB,SMA,061800,Kab. Gayo Lues,060000,Prov. Aceh,A,08-12-2021,31-12-2021,91,Pemerintah Daerah,Isi Manual
10104680,SMAN 1 BEUTONG,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,A,08-12-2021,31-12-2021,91,Pemerintah Pusat,Isi Manual
10104701,SMA NEGERI 2 SEUNAGAN,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,83,Pemerintah Pusat,Isi Manual
10104837,SMA NEGERI 8 ACEH BARAT DAYA,SMA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,0,Pemerintah Daerah,Isi Manual
10104846,SMK NEGERI 1 ACEH BARAT DAYA,SMK,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,B,30-11-2022,31-12-2027,88,Pemerintah Pusat,Isi Manual
10104847,SMA NEGERI 5 ACEH BARAT DAYA,SMA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,A,08-12-2021,31-12-2021,0,Pemerintah Daerah,Isi Manual
10104848,SMA NEGERI 3 ACEH BARAT DAYA,SMA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,B,20-10-2022,20-10-2027,89,Pemerintah Daerah,Isi Manual
10104851,SMA NEGERI 10 ACEH BARAT DAYA,SMA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,B,30-11-2022,18-11-2027,81,Pemerintah Daerah,Isi Manual
10104852,SMA NEGERI 11 ACEH BARAT DAYA,SMA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,B,30-11-2022,18-11-2027,86,Pemerintah Daerah,Isi Manual
10104862,SMA NEGERI 2 ACEH BARAT DAYA,SMA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10104863,SMA NEGERI 4 ACEH BARAT DAYA,SMA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,0,Pemerintah Daerah,Isi Manual
10104864,SMA NEGERI 1 ACEH BARAT DAYA,SMA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10104878,SMA NEGERI 7 ACEH BARAT DAYA,SMA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,B,20-10-2022,20-10-2027,84,Pemerintah Daerah,Isi Manual
10104880,SMA NEGERI 6 ACEH BARAT DAYA,SMA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,B,20-10-2022,20-10-2027,86,Pemerintah Daerah,Isi Manual
10104883,SMA NEGERI 9 ACEH BARAT DAYA,SMA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10105042,SMA NEGERI 1 TEUNOM,SMA,061600,Kab. Aceh Jaya,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10105043,SMA NEGERI 1 CALANG,SMA,061600,Kab. Aceh Jaya,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10105059,SMA NEGERI 1 PANGA,SMA,061600,Kab. Aceh Jaya,060000,Prov. Aceh,B,26-09-2023,26-09-2028,89,Pemerintah Daerah,Isi Manual
10105342,SMAS Inshafuddin Banda Aceh,SMA,066100,Kota Banda Aceh,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Yayasan,Isi Manual
10105388,SMA NEGERI 3 BANDA ACEH,SMA,066100,Kota Banda Aceh,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10105707,SMK NEGERI 3 LANGSA,SMK,066300,Kota Langsa,060000,Prov. Aceh,A,30-11-2022,31-12-2027,92,Pemerintah Daerah,Isi Manual
10106280,SMK NEGERI 1 BAKTIYA BARAT,SMK,060300,Kab. Aceh Utara,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10107099,SMA NEGERI 2 PEUSANGAN,SMA,061200,Kab. Bireuen,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10107154,SMA NEGERI 3 KEJURUAN MUDA,SMA,061400,Kab. Aceh Tamiang,060000,Prov. Aceh,B,11-04-2025,31-12-2029,0,Pemerintah Pusat,Isi Manual
10107195,SMA NEGERI 11 BANDA ACEH,SMA,066100,Kota Banda Aceh,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10107197,SMA NEGERI 9 BANDA ACEH,SMA,066100,Kota Banda Aceh,060000,Prov. Aceh,A,06-01-2025,06-01-2030,0,Pemerintah Daerah,Isi Manual
10107274,SMA NEGERI 1 PINTU RIME GAYO,SMA,061900,Kab. Bener Meriah,060000,Prov. Aceh,B,30-11-2022,18-11-2027,83,Pemerintah Pusat,Isi Manual
10107494,SMA ISLAM AL-FALAH,SMA,060100,Kab. Aceh Besar,060000,Prov. Aceh,A,08-12-2021,31-12-2021,0,Yayasan,Isi Manual
10107513,SMAN 10 TAKENGON,SMA,060500,Kab. Aceh Tengah,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10107801,SMKN KELAUTAN DAN PERIKANAN KUALA BARU,SMK,061300,Kab. Aceh Singkil,060000,Prov. Aceh,C,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10107804,SMA NEGERI UNGGUL SUBULUSSALAM,SMA,066400,Kota Subulussalam,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10107807,SMK NEGERI 1 GUNUNG MERIAH,SMK,061300,Kab. Aceh Singkil,060000,Prov. Aceh,A,23-10-2023,23-10-2028,93,Pemerintah Pusat,Isi Manual
10107824,SMA NEGERI 11 TAKENGON,SMA,060500,Kab. Aceh Tengah,060000,Prov. Aceh,B,06-01-2025,06-01-2030,0,Pemerintah Daerah,Isi Manual
10107925,SMA NEGERI 1 JAYA,SMA,061600,Kab. Aceh Jaya,060000,Prov. Aceh,B,20-10-2022,20-10-2027,89,Pemerintah Daerah,e-Rapor
10107926,SMAN 1 SEUNAGAN,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,A,08-12-2021,31-12-2021,95,Pemerintah Daerah,Isi Manual
10107959,SMK NEGERI 1 WOYLA,SMK,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10107963,SMA NEGERI 3 KUALA,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,A,08-12-2021,31-12-2026,0,Pemerintah Daerah,Isi Manual
10107964,SMAN 1 KUALA,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,85,Pemerintah Daerah,Isi Manual
10107965,SMA NEGERI 2 BEUTONG,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,0,Pemerintah Daerah,Isi Manual
10108057,SMA NEGERI 2 DARUL MAKMUR,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,83,Pemerintah Pusat,Isi Manual
10108058,SMA NEGERI 1 DARUL MAKMUR,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,A,06-01-2025,06-01-2030,0,Pemerintah Daerah,Isi Manual
10108059,SMA NEGERI 2 KUALA,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,85,Pemerintah Daerah,Isi Manual
10108069,SMK NEGERI 1 CALANG,SMK,061600,Kab. Aceh Jaya,060000,Prov. Aceh,B,30-11-2022,31-12-2027,90,Pemerintah Daerah,Isi Manual
10108103,SMA NEGERI 1 WOYLA BARAT,SMA,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10108105,SMK NEGERI 3 MEULABOH,SMK,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,30-11-2022,31-12-2027,88,Pemerintah Daerah,Isi Manual
10108106,SMK NEGERI 1 SAMATIGA,SMK,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,30-09-2022,22-01-2027,85,Pemerintah Daerah,Isi Manual
10108199,SMA SWASTA MUHAMMADIYAH GUNUNG MERIAH,SMA,061300,Kab. Aceh Singkil,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Yayasan,Isi Manual
10108201,SMA NEGERI 2 GUNUNG MERIAH,SMA,061300,Kab. Aceh Singkil,060000,Prov. Aceh,B,08-12-2021,31-12-2021,83,Pemerintah Pusat,Isi Manual
10108208,SMKS DARMA SHALIHAT ALUE BILIE,SMK,061500,Kab. Nagan Raya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,89,Yayasan,Isi Manual
10108209,SMK Negeri 1 Nagan Raya,SMK,061500,Kab. Nagan Raya,060000,Prov. Aceh,B,30-11-2022,31-12-2027,89,Pemerintah Daerah,Isi Manual
10108260,SMK NEGERI 1 DARUL HIKMAH,SMK,061600,Kab. Aceh Jaya,060000,Prov. Aceh,B,10-11-2025,31-12-2030,0,Pemerintah Daerah,Isi Manual
10108261,SMK SWASTA MUDI,SMK,061600,Kab. Aceh Jaya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,86,Yayasan,Isi Manual
10108265,SMK NEGERI 1 KAWAY XVI,SMK,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10108272,SMK NEGERI 1 PANTE CEUREUMEN,SMK,060600,Kab. Aceh Barat,060000,Prov. Aceh,A,06-01-2025,06-01-2030,0,Pemerintah Daerah,Isi Manual
10110255,SMA NEGERI 2 MEUREUBO,SMA,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10110262,SMA NEGERI 1 PANTE CEUREUMEN,SMA,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10110269,SMK NEGERI 2 MEULABOH,SMK,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,30-11-2022,31-12-2027,89,Pemerintah Daerah,Isi Manual
10110274,SMA NEGERI 4 WIRA BANGSA MEULABOH,SMA,060600,Kab. Aceh Barat,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10110295,SMA Negeri 3 DARUL MAKMUR,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10110338,SMA Negeri 4 KUALA,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,B,08-12-2021,31-12-2026,0,Pemerintah Daerah,Isi Manual
10110348,SMAN 2 BADAR,SMA,060800,Kab. Aceh Tenggara,060000,Prov. Aceh,B,08-12-2021,31-12-2021,85,Pemerintah Daerah,Isi Manual
10110349,SMAN 1 LAWE BULAN,SMA,060800,Kab. Aceh Tenggara,060000,Prov. Aceh,B,30-11-2022,18-11-2027,86,Pemerintah Daerah,Isi Manual
10110350,SMAN 1 DARUL HASANAH,SMA,060800,Kab. Aceh Tenggara,060000,Prov. Aceh,B,30-11-2022,18-11-2027,85,Pemerintah Daerah,Isi Manual
10110366,SMA NEGERI 1 PEUNARON,SMA,060400,Kab. Aceh Timur,060000,Prov. Aceh,B,30-11-2022,31-12-2027,82,Pemerintah Daerah,Isi Manual
10110454,SMK SMTI BANDA ACEH,SMK,066100,Kota Banda Aceh,060000,Prov. Aceh,A,08-12-2021,31-12-2021,0,Pemerintah Pusat,Isi Manual
10110488,SMA NEGERI 1 SAMPOINIET,SMA,061600,Kab. Aceh Jaya,060000,Prov. Aceh,A,08-12-2021,31-12-2021,96,Pemerintah Pusat,Isi Manual
10110529,SMA NEGERI UNGGUL TUNAS BANGSA,SMA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10110530,SMA NEGERI UNGGUL HARAPAN PERSADA,SMA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10110534,SMK NEGERI 4 ACEH BARAT DAYA,SMK,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,C,30-09-2022,22-01-2027,80,Pemerintah Daerah,Isi Manual
10110535,SMK NEGERI 3 ACEH BARAT DAYA,SMK,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,C,08-12-2021,31-12-2026,73,Pemerintah Daerah,Isi Manual
10110537,SMK NEGERI 5 ACEH BARAT DAYA,SMK,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,B,30-11-2022,31-12-2027,82,Pemerintah Daerah,Isi Manual
10110562,SMA NEGERI 2 MEULABOH,SMA,060600,Kab. Aceh Barat,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Pusat,Isi Manual
10110564,SMA NEGERI 1 BUBON,SMA,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10110605,SMA NEGERI 2 KAWAY XVI,SMA,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,30-11-2022,18-11-2027,83,Pemerintah Daerah,Isi Manual
10110609,SMA NEGERI 1 MEUREUBO,SMA,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10110632,SMA NEGERI BUNGA BANGSA,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,A,06-01-2025,06-01-2030,0,Pemerintah Daerah,Isi Manual
10110635,SMA NEGERI 1 ARONGAN LAMBALEK,SMA,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,11-04-2025,31-12-2029,0,Pemerintah Daerah,Isi Manual
10110683,SMA SWASTA BINA GENERASI BANGSA,SMA,060600,Kab. Aceh Barat,060000,Prov. Aceh,C,06-01-2025,06-01-2030,0,Yayasan,Isi Manual
10110701,SMA NEGERI 1 WOYLA TIMUR,SMA,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10110732,SMA NEGERI 1 SETIA BAKTI,SMA,061600,Kab. Aceh Jaya,060000,Prov. Aceh,B,30-11-2022,18-11-2027,0,Pemerintah Daerah,Isi Manual
10110740,SMA SWASTA DARUL ABRAR,SMA,061600,Kab. Aceh Jaya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,0,Yayasan,Isi Manual
10110768,SMK NEGERI 1 PASIE RAYA,SMK,061600,Kab. Aceh Jaya,060000,Prov. Aceh,C,20-10-2022,20-10-2027,73,Pemerintah Daerah,Isi Manual
10110879,SMA NEGERI 2 SINABANG,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,A,30-09-2022,18-11-2027,93,Pemerintah Daerah,Isi Manual
10110880,SMA NEGERI 1 TEUPAH TENGAH,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,B,30-09-2022,18-11-2027,81,Pemerintah Daerah,Isi Manual
10110894,SMA NEGERI 1 ALAFAN,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,B,08-12-2021,31-12-2021,83,Pemerintah Daerah,Isi Manual
10110895,SMA NEGERI 1 SALANG,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,B,08-12-2021,31-12-2021,81,Pemerintah Pusat,Isi Manual
10110896,SMA NEGERI 2 SALANG,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,B,20-10-2022,20-10-2027,86,Pemerintah Daerah,Isi Manual
10110901,SMA NEGERI 3 SIMEULUE BARAT,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,B,30-09-2022,18-11-2027,84,Pemerintah Daerah,Isi Manual
10110902,SMA NEGERI 2 SIMEULUE TENGAH,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10110903,SMA NEGERI 2 SIMEULUE BARAT,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,B,30-09-2022,18-11-2027,83,Pemerintah Daerah,Isi Manual
10110904,SMA NEGERI 1 SIMEULUE CUT,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10111320,SMA NEGERI 1 LONGKIB,SMA,066400,Kota Subulussalam,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10111326,SMAS PLUS MUHAMMADIYAH,SMA,066400,Kota Subulussalam,060000,Prov. Aceh,A,06-01-2025,06-01-2030,0,Yayasan,Isi Manual
10111327,SMK NEGERI 1 MEUREUBO,SMK,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,30-11-2022,31-12-2027,83,Pemerintah Daerah,Isi Manual
10111328,SMK NEGERI 4 MEULABOH,SMK,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,30-11-2022,31-12-2027,82,Pemerintah Daerah,Isi Manual
10111578,SMAS JABAL NUR JADID,SMA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,B,30-11-2022,18-11-2027,83,Yayasan,Isi Manual
10111579,SMAN 1 BAKONGAN TIMUR,SMA,060700,Kab. Aceh Selatan,060000,Prov. Aceh,B,08-12-2021,31-12-2021,84,Pemerintah Daerah,Isi Manual
10111595,SMA NEGERI 1 PANTON REE,SMA,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,08-12-2021,31-12-2026,84,Pemerintah Daerah,Isi Manual
10111679,SMA NEGERI 1 TELUK DALAM,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10111680,SMA NEGERI 1 TEUPAH BARAT,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,A,30-09-2022,01-01-1900,92,Pemerintah Daerah,Isi Manual
10111681,SMA NEGERI 1 TEUPAH SELATAN,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,B,08-12-2021,31-12-2021,83,Pemerintah Daerah,Isi Manual
10111806,SMK NEGERI 1 BANDAR DUA,SMK,062000,Kab. Pidie Jaya,060000,Prov. Aceh,B,30-09-2022,22-01-2027,88,Pemerintah Daerah,Isi Manual
10111870,SMAN 3 KLUET UTARA,SMA,060700,Kab. Aceh Selatan,060000,Prov. Aceh,B,08-12-2021,31-12-2021,83,Pemerintah Daerah,Isi Manual
10111912,SMK-PP NEGERI KUTACANE,SMK,060800,Kab. Aceh Tenggara,060000,Prov. Aceh,A,30-11-2022,31-12-2027,95,Pemerintah Daerah,Isi Manual
10111947,SMK NEGERI 1 TEUPAH TENGAH,SMK,061100,Kab. Simeulue,060000,Prov. Aceh,B,08-12-2021,31-12-2021,84,Pemerintah Daerah,Isi Manual
10112509,SMK NEGERI 1 SALANG,SMK,061100,Kab. Simeulue,060000,Prov. Aceh,C,08-12-2021,31-12-2021,78,Pemerintah Daerah,Isi Manual
10112821,SMK-PP NEGERI SAREE,SMK,060100,Kab. Aceh Besar,060000,Prov. Aceh,A,30-11-2022,31-12-2027,94,Pemerintah Daerah,Isi Manual
10113035,SMK NEGERI LABUHAN HAJI TIMUR,SMK,060700,Kab. Aceh Selatan,060000,Prov. Aceh,C,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10113064,SMA NEGERI 2 TEUPAH BARAT,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,B,30-09-2022,18-11-2027,84,Pemerintah Daerah,Isi Manual
10113239,SMA NEGERI 3 SEUNAGAN,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,B,06-01-2025,06-01-2030,0,Pemerintah Daerah,Isi Manual
10113240,SMA NEGERI 1 SUKA MAKMUE,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,B,30-09-2022,18-11-2027,89,Pemerintah Pusat,Isi Manual
10113241,SMA NEGERI 1 TADU RAYA,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Pusat,Isi Manual
10113243,SMA NEGERI 6 DARUL MAKMUR,SMA,061500,Kab. Nagan Raya,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10113257,SMK NEGERI 1 KLUET TIMUR,SMK,060700,Kab. Aceh Selatan,060000,Prov. Aceh,C,08-12-2021,31-12-2021,78,Pemerintah Daerah,Isi Manual
10113351,SMA Negeri Unggul Darussalam Labuhan Haji,SMA,060700,Kab. Aceh Selatan,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10113369,SMKS HIDAYATUL ANAM,SMK,060700,Kab. Aceh Selatan,060000,Prov. Aceh,B,23-10-2023,23-10-2028,81,Lainnya,Isi Manual
10113403,SMA NEGERI 3 TEUPAH SELATAN,SMA,061100,Kab. Simeulue,060000,Prov. Aceh,B,30-09-2022,18-11-2027,85,Pemerintah Daerah,Isi Manual
10113599,SMA NEGERI 16 BANDA ACEH,SMA,066100,Kota Banda Aceh,060000,Prov. Aceh,B,08-12-2021,31-12-2021,84,Pemerintah Daerah,Isi Manual
